gene_ID	transcript_ID	annot_gene_id	annot_transcript_id	annot_gene_name	annot_transcript_name	n_exons	length	gene_novelty	transcript_novelty	ISM_subtype	barcode01	barcode02	barcode03	barcode04
112	28831	TALONG000000112	TALONT000028831	TALONG000000112	TALONT000028831	3	307	Antisense	ISM	Prefix	28	14	16	16
27	28832	R1_33	TALONT000028832	TALONG000000027	TALONT000028832	3	301	Known	ISM	Suffix	12	7	15	12
29	28992	R1_31	TALONT000028992	TALONG000000029	TALONT000028992	5	1922	Known	ISM	Suffix	430	1434	734	1273
116	28993	TALONG000000116	TALONT000028993	TALONG000000116	TALONT000028993	1	903	Antisense	Antisense	None	1144	502	705	934
112	28994	TALONG000000112	TALONT000028994	TALONG000000112	TALONT000028994	1	271	Antisense	ISM	None	410	225	288	301
29	28997	R1_31	TALONT000028997	TALONG000000029	TALONT000028997	4	1270	Known	ISM	Prefix	70	51	47	46
29	28998	R1_31	TALONT000028998	TALONG000000029	TALONT000028998	2	1080	Known	ISM	Both	270	118	159	204
29	29004	R1_31	TALONT000029004	TALONG000000029	TALONT000029004	3	1207	Known	ISM	Both	5229	4370	3919	5730
29	29012	R1_31	TALONT000029012	TALONG000000029	TALONT000029012	3	1117	Known	ISM	Prefix	35	28	22	33
15	29063	R2_46	TALONT000029063	TALONG000000015	TALONT000029063	2	1080	Known	ISM	Both	143	85	64	86
15	29066	R2_46	TALONT000029066	TALONG000000015	TALONT000029066	4	1270	Known	ISM	Suffix	33	56	35	40
15	29079	R2_46	TALONT000029079	TALONG000000015	TALONT000029079	5	1906	Known	NIC	None	8	18	16	11
15	29084	R2_46	TALONT000029084	TALONG000000015	TALONT000029084	5	1918	Known	NIC	None	11	23	14	22
15	29086	R2_46	TALONT000029086	TALONG000000015	TALONT000029086	5	1917	Known	NIC	None	5	7	6	11
29	29147	R1_31	TALONT000029147	TALONG000000029	TALONT000029147	3	1433	Known	NIC	None	11	8	10	24
15	29344	R2_46	TALONT000029344	TALONG000000015	TALONT000029344	4	1991	Known	ISM	Prefix	68	57	55	51
15	29359	R2_46	TALONT000029359	TALONG000000015	TALONT000029359	3	1433	Known	ISM	Both	64	55	48	65
15	29686	R2_46	TALONT000029686	TALONG000000015	TALONT000029686	3	1200	Known	ISM	Suffix	18	12	15	11
29	29975	R1_31	TALONT000029975	TALONG000000029	TALONT000029975	2	1076	Known	ISM	Both	21	6	15	18
29	29977	R1_31	TALONT000029977	TALONG000000029	TALONT000029977	3	1001	Known	ISM	Prefix	12	5	12	11
15	29983	R2_46	TALONT000029983	TALONG000000015	TALONT000029983	3	991	Known	ISM	Both	20	13	9	26
15	29984	R2_46	TALONT000029984	TALONG000000015	TALONT000029984	3	987	Known	ISM	Suffix	72	52	50	65
15	29986	R2_46	TALONT000029986	TALONG000000015	TALONT000029986	3	998	Known	ISM	Suffix	56	44	33	53
15	29989	R2_46	TALONT000029989	TALONG000000015	TALONT000029989	3	997	Known	ISM	Suffix	20	8	12	13
15	29991	R2_46	TALONT000029991	TALONG000000015	TALONT000029991	2	1073	Known	ISM	Both	152	53	77	123
29	30029	R1_31	TALONT000030029	TALONG000000029	TALONT000030029	3	997	Known	ISM	Prefix	12	11	13	14
29	30694	R1_31	TALONT000030694	TALONG000000029	TALONT000030694	3	406	Known	ISM	Suffix	1847	623	1187	1324
15	30879	R2_46	TALONT000030879	TALONG000000015	TALONT000030879	1	358	Known	ISM	None	144	48	79	98
15	30880	R2_46	TALONT000030880	TALONG000000015	TALONT000030880	3	842	Known	ISM	Prefix	42	23	31	29
15	30895	R2_46	TALONT000030895	TALONG000000015	TALONT000030895	2	715	Known	ISM	Prefix	66	34	31	46
29	30904	R1_31	TALONT000030904	TALONG000000029	TALONT000030904	1	303	Known	ISM	None	185	63	78	78
15	30905	R2_46	TALONT000030905	TALONG000000015	TALONT000030905	1	566	Known	ISM	None	217	107	124	166
124	30945	TALONG000000124	TALONT000030945	TALONG000000124	TALONT000030945	9	1379	Antisense	Antisense	None	7	5	8	17
124	31058	TALONG000000124	TALONT000031058	TALONG000000124	TALONT000031058	15	1862	Antisense	NIC	None	6	9	12	22
124	31213	TALONG000000124	TALONT000031213	TALONG000000124	TALONT000031213	10	1963	Antisense	NIC	None	6	11	14	14
17	31350	R2_45	TALONT000031350	TALONG000000017	TALONT000031350	3	573	Known	ISM	Prefix	17	6	9	6
124	31355	TALONG000000124	TALONT000031355	TALONG000000124	TALONT000031355	10	1717	Antisense	NIC	None	30	39	35	51
124	31356	TALONG000000124	TALONT000031356	TALONG000000124	TALONT000031356	3	601	Antisense	ISM	Suffix	20	6	10	14
17	31360	R2_45	TALONT000031360	TALONG000000017	TALONT000031360	1	399	Known	ISM	None	100	42	45	55
17	32051	R2_45	TALONT000032051	TALONG000000017	TALONT000032051	4	712	Known	ISM	Suffix	21	9	13	14
17	32129	R2_45	TALONT000032129	TALONG000000017	TALONT000032129	1	395	Known	ISM	None	25	9	14	17
124	32130	TALONG000000124	TALONT000032130	TALONG000000124	TALONT000032130	1	804	Antisense	ISM	None	52	11	30	34
14	32140	R2_41	TALONT000032140	TALONG000000014	TALONT000032140	6	1143	Known	ISM	Suffix	17	11	42	68
29	32142	R1_31	TALONT000032142	TALONG000000029	TALONT000032142	3	678	Known	ISM	None	17	7	58	114
29	32143	R1_31	TALONT000032143	TALONG000000029	TALONT000032143	6	1148	Known	ISM	None	22	7	59	98
29	32144	R1_31	TALONT000032144	TALONG000000029	TALONT000032144	5	1013	Known	ISM	Prefix	37	8	38	115
127	32146	TALONG000000127	TALONT000032146	TALONG000000127	TALONT000032146	1	77	Antisense	Antisense	None	14	10	38	49
29	32147	R1_31	TALONT000032147	TALONG000000029	TALONT000032147	4	847	Known	ISM	Prefix	16	6	58	67
29	32151	R1_31	TALONT000032151	TALONG000000029	TALONT000032151	12	2187	Known	ISM	Suffix	12	54	123	156
29	32158	R1_31	TALONT000032158	TALONG000000029	TALONT000032158	2	566	Known	ISM	Prefix	36	15	75	122
29	32160	R1_31	TALONT000032160	TALONG000000029	TALONT000032160	7	1321	Known	ISM	Prefix	15	7	37	65
29	32161	R1_31	TALONT000032161	TALONG000000029	TALONT000032161	8	1495	Known	ISM	Prefix	6	5	29	55
14	32334	R2_41	TALONT000032334	TALONG000000014	TALONT000032334	5	962	Known	ISM	Suffix	27	9	54	105
14	32335	R2_41	TALONT000032335	TALONG000000014	TALONT000032335	7	1280	Known	ISM	Suffix	10	14	44	69
14	32337	R2_41	TALONT000032337	TALONG000000014	TALONT000032337	4	776	Known	ISM	Suffix	23	6	37	73
14	32339	R2_41	TALONT000032339	TALONG000000014	TALONT000032339	2	466	Known	ISM	Suffix	41	12	98	131
14	32340	R2_41	TALONT000032340	TALONG000000014	TALONT000032340	3	612	Known	ISM	Both	25	12	84	113
14	32346	R2_41	TALONT000032346	TALONG000000014	TALONT000032346	12	2176	Known	NIC	None	5	6	9	7
29	32785	R1_31	TALONT000032785	TALONG000000029	TALONT000032785	5	553	Known	ISM	Suffix	15336	4538	133	202
14	32788	R2_41	TALONT000032788	TALONG000000014	TALONT000032788	5	619	Known	NIC	None	480	106	8	7
14	32839	R2_41	TALONT000032839	TALONG000000014	TALONT000032839	4	489	Known	ISM	Suffix	454	100	6	7
14	33356	R2_41	TALONT000033356	TALONG000000014	TALONT000033356	3	712	Known	NIC	None	20	9	10	10
51	33394	R2_53	TALONT000033394	TALONG000000051	TALONT000033394	1	208	Known	ISM	None	16	10	94	169
51	33905	R2_53	TALONT000033905	TALONG000000051	TALONT000033905	12	1985	Known	NNC	None	6	12	57	120
51	33908	R2_53	TALONT000033908	TALONG000000051	TALONT000033908	3	426	Known	ISM	Prefix	52	21	195	299
51	33913	R2_53	TALONT000033913	TALONG000000051	TALONT000033913	12	1992	Known	NIC	None	24	70	332	427
51	33925	R2_53	TALONT000033925	TALONG000000051	TALONT000033925	12	1992	Known	NIC	None	16	46	330	398
132	33930	TALONG000000132	TALONT000033930	TALONG000000132	TALONT000033930	12	1991	Antisense	NIC	None	56	259	1041	1458
132	33931	TALONG000000132	TALONT000033931	TALONG000000132	TALONT000033931	12	1992	Antisense	NIC	None	18	78	350	496
132	33934	TALONG000000132	TALONT000033934	TALONG000000132	TALONT000033934	12	1997	Antisense	NIC	None	9	41	191	258
132	33936	TALONG000000132	TALONT000033936	TALONG000000132	TALONT000033936	12	1992	Antisense	NIC	None	25	104	497	672
51	33959	R2_53	TALONT000033959	TALONG000000051	TALONT000033959	12	1986	Known	NIC	None	14	27	144	171
51	34109	R2_53	TALONT000034109	TALONG000000051	TALONT000034109	9	1338	Known	ISM	Prefix	5	7	30	36
132	37398	TALONG000000132	TALONT000037398	TALONG000000132	TALONT000037398	10	1677	Antisense	ISM	Prefix	18	41	232	282
51	37403	R2_53	TALONT000037403	TALONG000000051	TALONT000037403	10	1675	Known	ISM	Suffix	20	24	138	194
51	37407	R2_53	TALONT000037407	TALONG000000051	TALONT000037407	10	1677	Known	ISM	Suffix	12	24	151	185
51	37408	R2_53	TALONT000037408	TALONG000000051	TALONT000037408	2	127	Known	ISM	Both	5	5	42	63
51	37415	R2_53	TALONT000037415	TALONG000000051	TALONT000037415	10	1668	Known	ISM	Suffix	6	8	77	97
132	37423	TALONG000000132	TALONT000037423	TALONG000000132	TALONT000037423	10	1674	Antisense	ISM	Prefix	9	14	90	153
132	37424	TALONG000000132	TALONT000037424	TALONG000000132	TALONT000037424	11	1843	Antisense	ISM	Prefix	7	5	47	81
132	37425	TALONG000000132	TALONT000037425	TALONG000000132	TALONT000037425	10	1671	Antisense	ISM	Prefix	12	31	182	249
132	37426	TALONG000000132	TALONT000037426	TALONG000000132	TALONT000037426	10	1674	Antisense	ISM	Prefix	35	78	451	656
132	38913	TALONG000000132	TALONT000038913	TALONG000000132	TALONT000038913	10	1724	Antisense	ISM	Prefix	7	8	44	78
132	38914	TALONG000000132	TALONT000038914	TALONG000000132	TALONT000038914	10	1715	Antisense	ISM	Prefix	450	195	1712	2545
132	38915	TALONG000000132	TALONT000038915	TALONG000000132	TALONT000038915	10	1725	Antisense	ISM	Prefix	193	71	642	987
51	38917	R2_53	TALONT000038917	TALONG000000051	TALONT000038917	10	1755	Known	ISM	Suffix	207	159	1319	1934
51	38921	R2_53	TALONT000038921	TALONG000000051	TALONT000038921	10	1752	Known	ISM	Suffix	26	15	152	219
51	38922	R2_53	TALONT000038922	TALONG000000051	TALONT000038922	9	1586	Known	ISM	Suffix	26	12	110	154
51	38923	R2_53	TALONT000038923	TALONG000000051	TALONT000038923	10	1756	Known	ISM	Suffix	46	29	237	354
132	38955	TALONG000000132	TALONT000038955	TALONG000000132	TALONT000038955	9	1586	Antisense	ISM	Prefix	40	13	151	214
132	38956	TALONG000000132	TALONT000038956	TALONG000000132	TALONT000038956	9	1587	Antisense	ISM	Prefix	19	5	53	87
132	38957	TALONG000000132	TALONT000038957	TALONG000000132	TALONT000038957	10	1744	Antisense	ISM	Prefix	21	9	82	107
132	38958	TALONG000000132	TALONT000038958	TALONG000000132	TALONT000038958	10	1750	Antisense	ISM	Prefix	10	6	60	74
132	38959	TALONG000000132	TALONT000038959	TALONG000000132	TALONT000038959	10	1752	Antisense	ISM	Prefix	23	9	101	158
51	38997	R2_53	TALONT000038997	TALONG000000051	TALONT000038997	11	1722	Known	ISM	Suffix	6	8	27	30
132	39154	TALONG000000132	TALONT000039154	TALONG000000132	TALONT000039154	11	1722	Antisense	ISM	Prefix	16	6	67	94
132	40994	TALONG000000132	TALONT000040994	TALONG000000132	TALONT000040994	9	1190	Antisense	ISM	Prefix	683	557	3345	4526
51	40995	R2_53	TALONT000040995	TALONG000000051	TALONT000040995	9	1173	Known	ISM	Suffix	930	742	4311	6050
132	40996	TALONG000000132	TALONT000040996	TALONG000000132	TALONT000040996	9	1179	Antisense	ISM	Prefix	227	197	1217	1636
51	40999	R2_53	TALONT000040999	TALONG000000051	TALONT000040999	9	1216	Known	ISM	Suffix	129	123	633	977
51	41002	R2_53	TALONT000041002	TALONG000000051	TALONT000041002	8	1049	Known	ISM	Suffix	8	5	61	107
51	41004	R2_53	TALONT000041004	TALONG000000051	TALONT000041004	9	1173	Known	ISM	Suffix	82	66	342	500
51	41005	R2_53	TALONT000041005	TALONG000000051	TALONT000041005	10	1190	Known	ISM	Suffix	26	11	113	127
132	41006	TALONG000000132	TALONT000041006	TALONG000000132	TALONT000041006	9	1216	Antisense	ISM	Prefix	25	14	79	100
132	41007	TALONG000000132	TALONT000041007	TALONG000000132	TALONT000041007	9	1170	Antisense	ISM	Prefix	28	26	161	213
51	41009	R2_53	TALONT000041009	TALONG000000051	TALONT000041009	8	1047	Known	ISM	Suffix	99	46	375	585
51	41010	R2_53	TALONT000041010	TALONG000000051	TALONT000041010	9	1172	Known	ISM	Suffix	7	5	44	39
51	41015	R2_53	TALONT000041015	TALONG000000051	TALONT000041015	9	1207	Known	ISM	Suffix	15	6	55	57
51	41027	R2_53	TALONT000041027	TALONG000000051	TALONT000041027	9	1176	Known	ISM	Suffix	18	13	99	133
51	41037	R2_53	TALONT000041037	TALONG000000051	TALONT000041037	9	1177	Known	ISM	Suffix	34	16	118	179
51	41039	R2_53	TALONT000041039	TALONG000000051	TALONT000041039	7	759	Known	ISM	Both	30	7	103	145
51	41065	R2_53	TALONT000041065	TALONG000000051	TALONT000041065	9	1216	Known	ISM	Suffix	8	13	59	85
132	41093	TALONG000000132	TALONT000041093	TALONG000000132	TALONT000041093	9	1167	Antisense	ISM	Prefix	22	24	87	110
132	41104	TALONG000000132	TALONT000041104	TALONG000000132	TALONT000041104	10	1190	Antisense	ISM	Prefix	21	12	103	130
132	41108	TALONG000000132	TALONT000041108	TALONG000000132	TALONT000041108	9	1176	Antisense	ISM	Prefix	15	14	74	79
132	41112	TALONG000000132	TALONT000041112	TALONG000000132	TALONT000041112	8	1046	Antisense	ISM	Prefix	55	51	303	425
132	41117	TALONG000000132	TALONT000041117	TALONG000000132	TALONT000041117	8	1049	Antisense	ISM	Prefix	30	15	121	168
132	41137	TALONG000000132	TALONT000041137	TALONG000000132	TALONT000041137	10	1193	Antisense	ISM	Prefix	11	7	47	51
132	41298	TALONG000000132	TALONT000041298	TALONG000000132	TALONT000041298	9	1053	Antisense	ISM	Prefix	6	6	26	37
132	43044	TALONG000000132	TALONT000043044	TALONG000000132	TALONT000043044	8	1128	Antisense	ISM	Prefix	231	191	1097	1542
132	43045	TALONG000000132	TALONT000043045	TALONG000000132	TALONT000043045	8	1126	Antisense	ISM	Prefix	501	386	2412	3303
51	43047	R2_53	TALONT000043047	TALONG000000051	TALONT000043047	8	1123	Known	ISM	Suffix	586	417	2986	3738
51	43048	R2_53	TALONT000043048	TALONG000000051	TALONT000043048	8	1166	Known	ISM	Suffix	150	105	657	888
51	43049	R2_53	TALONT000043049	TALONG000000051	TALONT000043049	8	1123	Known	ISM	Suffix	67	65	397	498
132	43053	TALONG000000132	TALONT000043053	TALONG000000132	TALONT000043053	8	1106	Antisense	ISM	Prefix	35	13	100	166
132	43054	TALONG000000132	TALONT000043054	TALONG000000132	TALONT000043054	7	993	Antisense	ISM	Prefix	19	12	99	159
132	43057	TALONG000000132	TALONT000043057	TALONG000000132	TALONT000043057	7	996	Antisense	ISM	Prefix	48	22	217	310
132	43060	TALONG000000132	TALONT000043060	TALONG000000132	TALONT000043060	8	1152	Antisense	ISM	Prefix	50	32	196	276
132	43062	TALONG000000132	TALONT000043062	TALONG000000132	TALONT000043062	8	1123	Antisense	ISM	Prefix	15	15	92	107
132	43063	TALONG000000132	TALONT000043063	TALONG000000132	TALONT000043063	8	1122	Antisense	ISM	Prefix	8	10	28	53
51	43069	R2_53	TALONT000043069	TALONG000000051	TALONT000043069	7	989	Known	ISM	Suffix	45	33	269	367
51	43070	R2_53	TALONT000043070	TALONG000000051	TALONT000043070	8	1121	Known	ISM	Suffix	12	5	47	55
51	43076	R2_53	TALONT000043076	TALONG000000051	TALONT000043076	8	1121	Known	ISM	Suffix	32	19	139	182
132	43080	TALONG000000132	TALONT000043080	TALONG000000132	TALONT000043080	9	1135	Antisense	ISM	Prefix	21	18	82	101
132	43082	TALONG000000132	TALONT000043082	TALONG000000132	TALONT000043082	8	1121	Antisense	ISM	Prefix	11	8	71	86
132	43091	TALONG000000132	TALONT000043091	TALONG000000132	TALONT000043091	8	1117	Antisense	ISM	Prefix	9	12	41	61
132	43105	TALONG000000132	TALONT000043105	TALONG000000132	TALONT000043105	8	1124	Antisense	ISM	Prefix	7	6	57	72
132	43106	TALONG000000132	TALONT000043106	TALONG000000132	TALONT000043106	8	1157	Antisense	ISM	Prefix	7	7	40	63
51	43108	R2_53	TALONT000043108	TALONG000000051	TALONT000043108	8	1157	Known	ISM	Suffix	34	27	118	149
51	43112	R2_53	TALONT000043112	TALONG000000051	TALONT000043112	8	1123	Known	ISM	Suffix	7	5	33	55
51	43113	R2_53	TALONT000043113	TALONG000000051	TALONT000043113	8	1107	Known	ISM	Suffix	7	10	52	55
51	43169	R2_53	TALONT000043169	TALONG000000051	TALONT000043169	9	1126	Known	ISM	Suffix	5	6	43	57
132	45370	TALONG000000132	TALONT000045370	TALONG000000132	TALONT000045370	7	1035	Antisense	ISM	Prefix	19	6	83	132
132	45371	TALONG000000132	TALONT000045371	TALONG000000132	TALONT000045371	7	1074	Antisense	ISM	Prefix	250	85	1028	1631
51	45372	R2_53	TALONT000045372	TALONG000000051	TALONT000045372	7	1035	Known	ISM	Suffix	228	86	879	1456
51	45382	R2_53	TALONT000045382	TALONG000000051	TALONT000045382	7	1032	Known	ISM	Suffix	22	13	101	170
132	45431	TALONG000000132	TALONT000045431	TALONG000000132	TALONT000045431	6	902	Antisense	ISM	Prefix	23	5	71	112
132	46005	TALONG000000132	TALONT000046005	TALONG000000132	TALONT000046005	6	956	Antisense	ISM	Prefix	16	6	55	99
132	46006	TALONG000000132	TALONT000046006	TALONG000000132	TALONT000046006	6	924	Antisense	ISM	Both	238	65	821	1281
51	46007	R2_53	TALONT000046007	TALONG000000051	TALONT000046007	6	921	Known	ISM	Suffix	131	57	647	963
51	46008	R2_53	TALONT000046008	TALONG000000051	TALONT000046008	6	911	Known	ISM	Suffix	18	5	65	113
51	46371	R2_53	TALONT000046371	TALONG000000051	TALONT000046371	5	796	Known	ISM	Suffix	30	10	92	165
132	46372	TALONG000000132	TALONT000046372	TALONG000000132	TALONT000046372	5	838	Antisense	ISM	Prefix	353	77	1160	1834
51	46373	R2_53	TALONT000046373	TALONG000000051	TALONT000046373	5	832	Known	ISM	Suffix	231	82	969	1512
132	46376	TALONG000000132	TALONT000046376	TALONG000000132	TALONT000046376	5	789	Antisense	ISM	Prefix	20	7	89	134
132	46688	TALONG000000132	TALONT000046688	TALONG000000132	TALONT000046688	4	683	Antisense	ISM	Prefix	464	123	1941	2971
51	46689	R2_53	TALONT000046689	TALONG000000051	TALONT000046689	4	679	Known	ISM	Suffix	51	14	259	348
51	46690	R2_53	TALONT000046690	TALONG000000051	TALONT000046690	4	683	Known	ISM	Suffix	459	149	2158	3081
132	46691	TALONG000000132	TALONT000046691	TALONG000000132	TALONT000046691	5	695	Antisense	ISM	Prefix	14	6	70	104
132	46700	TALONG000000132	TALONT000046700	TALONG000000132	TALONT000046700	4	655	Antisense	ISM	Prefix	32	10	138	216
51	46715	R2_53	TALONT000046715	TALONG000000051	TALONT000046715	4	663	Known	ISM	Suffix	5	5	35	43
51	47106	R2_53	TALONT000047106	TALONG000000051	TALONT000047106	3	486	Known	ISM	Suffix	133	53	639	675
132	47108	TALONG000000132	TALONT000047108	TALONG000000132	TALONT000047108	3	521	Antisense	ISM	Both	183	83	741	853
51	47111	R2_53	TALONT000047111	TALONG000000051	TALONT000047111	3	478	Known	ISM	Suffix	18	8	80	107
132	47129	TALONG000000132	TALONT000047129	TALONG000000132	TALONT000047129	3	505	Antisense	ISM	Prefix	20	9	59	74
132	47312	TALONG000000132	TALONT000047312	TALONG000000132	TALONT000047312	2	320	Antisense	ISM	Prefix	110	46	508	498
51	47313	R2_53	TALONT000047313	TALONG000000051	TALONT000047313	2	315	Known	ISM	Suffix	242	91	897	840
51	47315	R2_53	TALONT000047315	TALONG000000051	TALONT000047315	2	312	Known	ISM	Suffix	34	13	86	75
132	47449	TALONG000000132	TALONT000047449	TALONG000000132	TALONT000047449	1	268	Antisense	ISM	None	50	31	286	341
132	47556	TALONG000000132	TALONT000047556	TALONG000000132	TALONT000047556	8	1385	Antisense	ISM	Prefix	2444	1841	2289	3775
69	47557	R2_42	TALONT000047557	TALONG000000069	TALONT000047557	7	994	Known	ISM	Prefix	466	78	215	287
132	47558	TALONG000000132	TALONT000047558	TALONG000000132	TALONT000047558	8	1372	Antisense	NNC	None	10	12	16	17
132	47559	TALONG000000132	TALONT000047559	TALONG000000132	TALONT000047559	7	994	Antisense	ISM	Suffix	105	58	54	68
132	47560	TALONG000000132	TALONT000047560	TALONG000000132	TALONT000047560	9	1412	Antisense	NIC	None	35	27	31	40
132	47561	TALONG000000132	TALONT000047561	TALONG000000132	TALONT000047561	8	1173	Antisense	NIC	None	79	59	78	134
51	47565	R2_53	TALONT000047565	TALONG000000051	TALONT000047565	8	1362	Known	NIC	None	199	141	147	238
51	47566	R2_53	TALONT000047566	TALONG000000051	TALONT000047566	8	1364	Known	NIC	None	339	194	269	408
51	47567	R2_53	TALONT000047567	TALONG000000051	TALONT000047567	8	1372	Known	NIC	None	170	121	133	221
132	47569	TALONG000000132	TALONT000047569	TALONG000000132	TALONT000047569	8	1364	Antisense	NIC	None	26	21	15	27
132	47571	TALONG000000132	TALONT000047571	TALONG000000132	TALONT000047571	8	1360	Antisense	NIC	None	14	16	9	26
132	47572	TALONG000000132	TALONT000047572	TALONG000000132	TALONT000047572	8	1363	Antisense	NIC	None	52	49	47	83
132	47573	TALONG000000132	TALONT000047573	TALONG000000132	TALONT000047573	9	1434	Antisense	NIC	None	53	42	51	65
132	47574	TALONG000000132	TALONT000047574	TALONG000000132	TALONT000047574	8	1364	Antisense	ISM	None	577	400	524	792
51	47576	R2_53	TALONT000047576	TALONG000000051	TALONT000047576	7	802	Known	ISM	Prefix	29	5	15	21
69	47578	R2_42	TALONT000047578	TALONG000000069	TALONT000047578	3	315	Known	ISM	Prefix	25	12	13	28
51	47579	R2_53	TALONT000047579	TALONG000000051	TALONT000047579	8	1372	Known	NIC	None	96	48	82	101
51	47580	R2_53	TALONT000047580	TALONG000000051	TALONT000047580	8	1370	Known	NIC	None	32	19	25	49
51	47582	R2_53	TALONT000047582	TALONG000000051	TALONT000047582	8	1369	Known	NIC	None	19	17	27	29
51	47583	R2_53	TALONT000047583	TALONG000000051	TALONT000047583	8	1363	Known	NIC	None	48	35	37	57
51	47584	R2_53	TALONT000047584	TALONG000000051	TALONT000047584	8	1358	Known	NIC	None	74	54	57	117
51	47585	R2_53	TALONT000047585	TALONG000000051	TALONT000047585	8	1358	Known	NIC	None	26	22	35	34
51	47589	R2_53	TALONT000047589	TALONG000000051	TALONT000047589	8	1369	Known	NIC	None	55	37	48	87
69	47593	R2_42	TALONT000047593	TALONG000000069	TALONT000047593	6	749	Known	ISM	Prefix	14	5	12	14
51	47596	R2_53	TALONT000047596	TALONG000000051	TALONT000047596	9	1396	Known	NIC	None	81	61	88	120
51	47608	R2_53	TALONT000047608	TALONG000000051	TALONT000047608	8	1226	Known	NIC	None	7	6	8	10
51	47609	R2_53	TALONT000047609	TALONG000000051	TALONT000047609	9	1394	Known	NIC	None	28	21	27	34
69	47610	R2_42	TALONT000047610	TALONG000000069	TALONT000047610	5	502	Known	ISM	Prefix	47	13	26	34
51	47614	R2_53	TALONT000047614	TALONG000000051	TALONT000047614	8	1359	Known	NIC	None	26	16	24	46
51	47615	R2_53	TALONT000047615	TALONG000000051	TALONT000047615	9	1434	Known	NIC	None	6	5	12	16
51	47616	R2_53	TALONT000047616	TALONG000000051	TALONT000047616	8	1358	Known	NIC	None	9	6	5	10
51	47617	R2_53	TALONT000047617	TALONG000000051	TALONT000047617	8	1356	Known	NIC	None	6	6	5	7
51	47618	R2_53	TALONT000047618	TALONG000000051	TALONT000047618	8	1364	Known	NIC	None	18	11	18	20
51	47621	R2_53	TALONT000047621	TALONG000000051	TALONT000047621	9	1414	Known	NNC	None	9	6	10	9
51	47627	R2_53	TALONT000047627	TALONG000000051	TALONT000047627	8	1360	Known	NIC	None	8	10	5	9
51	47629	R2_53	TALONT000047629	TALONG000000051	TALONT000047629	9	1412	Known	NIC	None	42	22	40	46
51	47634	R2_53	TALONT000047634	TALONG000000051	TALONT000047634	8	1362	Known	NIC	None	44	21	35	60
69	47645	R2_42	TALONT000047645	TALONG000000069	TALONT000047645	2	169	Known	ISM	Prefix	29	21	24	51
51	47652	R2_53	TALONT000047652	TALONG000000051	TALONT000047652	8	1369	Known	NIC	None	7	5	12	17
132	47659	TALONG000000132	TALONT000047659	TALONG000000132	TALONT000047659	8	1159	Antisense	ISM	Prefix	111	88	104	166
132	47660	TALONG000000132	TALONT000047660	TALONG000000132	TALONT000047660	8	1232	Antisense	NIC	None	29	13	22	37
132	47664	TALONG000000132	TALONT000047664	TALONG000000132	TALONT000047664	9	1394	Antisense	NIC	None	13	15	8	16
132	47666	TALONG000000132	TALONT000047666	TALONG000000132	TALONT000047666	8	1084	Antisense	ISM	Both	73	56	61	102
69	47679	R2_42	TALONT000047679	TALONG000000069	TALONT000047679	4	481	Known	ISM	Prefix	25	8	18	25
51	47701	R2_53	TALONT000047701	TALONG000000051	TALONT000047701	8	1371	Known	NIC	None	26	9	16	34
51	47726	R2_53	TALONT000047726	TALONG000000051	TALONT000047726	8	1375	Known	NIC	None	16	13	16	20
51	47743	R2_53	TALONT000047743	TALONG000000051	TALONT000047743	8	1362	Known	NIC	None	12	16	8	16
132	48722	TALONG000000132	TALONT000048722	TALONG000000132	TALONT000048722	10	1452	Antisense	NIC	None	6	6	8	12
132	48725	TALONG000000132	TALONT000048725	TALONG000000132	TALONT000048725	9	1431	Antisense	NIC	None	9	13	8	12
132	48728	TALONG000000132	TALONT000048728	TALONG000000132	TALONT000048728	8	1364	Antisense	ISM	Prefix	6	10	5	7
132	48730	TALONG000000132	TALONT000048730	TALONG000000132	TALONT000048730	10	1444	Antisense	NIC	None	13	9	18	15
132	48734	TALONG000000132	TALONT000048734	TALONG000000132	TALONT000048734	9	1368	Antisense	NIC	None	19	15	18	18
132	48736	TALONG000000132	TALONT000048736	TALONG000000132	TALONT000048736	9	1409	Antisense	NIC	None	7	5	8	5
132	48740	TALONG000000132	TALONT000048740	TALONG000000132	TALONT000048740	8	1359	Antisense	NIC	None	16	6	10	27
132	48756	TALONG000000132	TALONT000048756	TALONG000000132	TALONT000048756	8	1361	Antisense	ISM	Suffix	14	16	17	26
132	48766	TALONG000000132	TALONT000048766	TALONG000000132	TALONT000048766	8	1363	Antisense	NIC	None	8	9	13	11
132	48790	TALONG000000132	TALONT000048790	TALONG000000132	TALONT000048790	8	1364	Antisense	NIC	None	8	7	5	20
132	48890	TALONG000000132	TALONT000048890	TALONG000000132	TALONT000048890	9	1396	Antisense	NIC	None	45	40	48	77
132	48929	TALONG000000132	TALONT000048929	TALONG000000132	TALONT000048929	9	1389	Antisense	NIC	None	11	7	5	13
132	48931	TALONG000000132	TALONT000048931	TALONG000000132	TALONT000048931	9	1414	Antisense	NIC	None	16	14	5	25
132	48946	TALONG000000132	TALONT000048946	TALONG000000132	TALONT000048946	9	1395	Antisense	NIC	None	6	6	7	6
51	50155	R2_53	TALONT000050155	TALONG000000051	TALONT000050155	7	1520	Known	ISM	Suffix	88	22	34	90
132	50156	TALONG000000132	TALONT000050156	TALONG000000132	TALONT000050156	7	1270	Antisense	ISM	Prefix	547	39	148	247
